employee_id,age,gender,department_id,job_role_id,education_id,experience_years,monthly_income,salary_hike_percent,work_hours_per_week,overtime,remote_work,business_travel,distance_from_home,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,training_hours,projects_last_year,performance_rating,promotion_last_5_years,manager_rating,team_size,company_tenure,stock_option_level,marital_status,dependents,absences_last_year,health_score,stress_level,engagement_score,skill_score,ai_tool_usage,certification_count,job_level,bonus,years_in_current_role,years_with_manager,attrition,age_group,income_band,tenure_group,high_risk_segment
7937,45,Female,2,6,1,22,26498,20,55,No,No,Rarely,32,4,5,3,4,37,5,2,No,3,16,6,3,Single,3,21,60,61,85,83,Medium,2,4,40169,14,17,0,40-49,Low,6-10 yrs,Low Risk
7938,51,Male,3,1,1,19,199817,30,30,Yes,Yes,Never,45,2,3,2,3,21,2,1,Yes,2,21,16,2,Single,2,2,99,80,6,58,Low,6,6,48787,7,20,1,50-60,High,11-20 yrs,High Risk
7939,27,Male,4,2,2,34,208059,27,67,Yes,No,Never,42,3,4,2,4,64,3,2,Yes,4,11,19,2,Single,4,2,98,9,62,63,Medium,12,1,49999,17,8,0,20-29,High,11-20 yrs,Low Risk
7940,59,Female,6,2,2,34,63143,10,60,Yes,Yes,Never,23,1,3,2,2,5,8,2,No,4,7,13,2,Married,3,22,75,26,93,31,Low,5,5,13795,13,16,0,50-60,Low,11-20 yrs,High Risk
7941,23,Female,4,5,3,22,73800,11,39,No,Yes,Frequently,5,4,2,2,5,59,8,4,No,5,6,15,1,Single,0,18,65,68,15,20,Medium,5,2,12702,18,3,0,20-29,Lower-Mid,11-20 yrs,Low Risk
7942,39,Female,2,2,2,35,73226,0,38,No,No,Rarely,19,2,3,3,2,112,1,5,Yes,2,23,30,3,Single,3,9,66,61,27,56,High,10,2,39465,6,17,0,30-39,Low,21-30 yrs,Low Risk
7943,22,Female,2,1,2,5,132890,10,69,No,No,Frequently,21,3,4,1,4,34,4,2,Yes,4,3,25,3,Single,3,11,48,93,30,12,Medium,13,5,37420,15,0,0,20-29,Upper-Mid,21-30 yrs,Low Risk
7944,38,Female,3,1,3,6,184017,27,68,Yes,Yes,Rarely,42,3,2,1,5,64,8,4,No,5,14,13,0,Single,4,24,96,12,35,79,Medium,8,2,36726,14,2,0,30-39,High,11-20 yrs,Low Risk
7945,40,Female,3,2,2,3,25828,8,65,Yes,No,Rarely,13,5,3,2,5,107,13,1,Yes,5,24,24,2,Married,1,12,44,79,34,36,High,6,4,46032,19,14,0,40-49,Low,21-30 yrs,Low Risk
7946,31,Male,3,2,1,27,59093,24,42,No,No,Never,7,3,3,4,4,119,14,5,No,4,7,23,3,Single,1,7,99,80,2,92,Low,14,7,46305,13,7,0,30-39,Low,21-30 yrs,Low Risk
7947,49,Female,2,4,2,18,165329,22,63,No,Yes,Rarely,8,5,5,1,3,5,7,3,Yes,5,23,27,1,Married,3,3,43,3,15,91,Low,5,6,46835,2,17,0,40-49,Upper-Mid,21-30 yrs,Low Risk
7948,32,Male,5,6,3,22,99234,13,46,No,Yes,Frequently,21,5,3,5,5,104,3,5,No,3,11,0,1,Married,5,11,77,45,22,12,Low,15,7,40180,0,10,0,30-39,Lower-Mid,0-5 yrs,Low Risk
7949,54,Female,1,4,1,22,135900,16,53,No,No,Never,9,1,2,4,5,6,11,1,No,5,25,29,2,Single,1,29,77,40,62,85,Medium,1,5,35877,19,19,0,50-60,Upper-Mid,21-30 yrs,Low Risk
7950,42,Male,4,1,3,0,197536,16,60,No,No,Never,42,2,5,1,5,40,1,3,Yes,3,3,19,0,Married,2,21,87,25,83,26,Medium,4,5,49783,15,4,0,40-49,High,11-20 yrs,Low Risk
7951,58,Female,3,2,1,5,62156,13,66,No,No,Rarely,29,5,4,3,4,86,8,5,No,4,24,21,2,Single,5,14,44,90,20,89,Low,12,6,3699,7,13,0,50-60,Low,21-30 yrs,Low Risk
7952,48,Male,2,5,2,6,103050,27,65,No,Yes,Never,31,3,4,3,2,91,12,2,Yes,4,11,14,1,Single,1,6,93,25,34,94,Medium,1,5,11562,13,10,0,40-49,Lower-Mid,11-20 yrs,Low Risk
7953,24,Male,4,4,2,10,51204,13,30,Yes,No,Never,9,1,1,4,2,68,14,5,No,2,8,2,0,Married,0,10,95,52,100,39,Medium,7,1,30463,11,10,0,20-29,Low,0-5 yrs,High Risk
7954,60,Male,3,3,1,27,94829,13,60,Yes,Yes,Rarely,18,2,3,3,5,95,6,2,Yes,3,12,15,2,Single,1,21,93,49,85,91,Medium,10,2,11749,1,4,0,50-60,Lower-Mid,11-20 yrs,High Risk
7955,58,Female,3,1,1,4,25834,13,38,Yes,Yes,Rarely,45,1,2,4,3,16,13,4,Yes,3,14,18,2,Single,5,11,46,33,52,42,Low,1,4,16827,4,5,0,50-60,Low,11-20 yrs,High Risk
7956,51,Female,5,1,3,28,103344,5,63,No,Yes,Rarely,32,5,5,2,3,36,11,5,No,4,18,0,3,Married,0,25,57,87,44,53,Low,8,4,37231,1,16,0,50-60,Lower-Mid,0-5 yrs,Low Risk
7957,50,Female,3,3,2,33,141737,1,40,No,No,Rarely,47,3,2,4,3,95,3,1,Yes,4,19,1,1,Single,1,3,68,29,82,64,Low,12,6,27277,3,6,0,50-60,Upper-Mid,0-5 yrs,Low Risk
7958,41,Male,5,6,3,6,112316,3,45,Yes,Yes,Never,2,5,5,1,3,0,9,2,No,4,20,12,0,Single,0,17,67,55,45,17,Medium,7,2,46275,9,15,0,40-49,Lower-Mid,11-20 yrs,Low Risk
7959,57,Female,3,5,1,32,207474,2,35,No,Yes,Rarely,13,3,1,5,5,63,4,3,Yes,5,2,7,2,Married,0,4,49,27,75,39,Medium,2,5,16197,12,12,0,50-60,High,6-10 yrs,Low Risk
7960,37,Male,5,6,3,13,81962,1,62,No,Yes,Rarely,6,5,4,2,3,46,1,3,No,5,24,5,3,Single,3,21,83,46,62,84,Low,5,4,17077,7,5,0,30-39,Lower-Mid,0-5 yrs,Low Risk
7961,40,Male,6,2,2,25,219518,21,45,No,No,Rarely,35,2,2,4,2,23,11,5,No,3,24,25,1,Single,4,1,61,26,15,100,Medium,8,6,34131,7,4,0,40-49,High,21-30 yrs,Low Risk
7962,49,Male,2,1,2,1,211676,25,48,No,Yes,Rarely,28,2,5,5,1,33,7,1,Yes,2,21,0,3,Married,0,13,63,91,77,38,Medium,10,6,30679,6,20,0,40-49,High,0-5 yrs,Low Risk
7963,59,Female,5,2,3,15,167374,23,63,No,No,Never,16,2,2,2,1,72,11,1,Yes,2,7,21,1,Single,5,27,96,77,26,36,Medium,9,3,48141,1,1,0,50-60,Upper-Mid,21-30 yrs,Low Risk
7964,49,Female,3,6,1,34,209961,22,57,Yes,Yes,Frequently,22,4,2,1,5,68,8,5,Yes,3,3,17,0,Married,4,16,85,67,69,1,High,3,2,8048,20,7,0,40-49,High,11-20 yrs,Low Risk
7965,50,Female,5,5,2,28,86599,23,53,No,Yes,Frequently,50,3,3,4,2,11,12,5,Yes,5,6,28,3,Married,4,2,40,12,96,48,Low,0,2,45135,12,6,0,50-60,Lower-Mid,21-30 yrs,Low Risk
7966,46,Male,5,3,3,27,84029,8,44,Yes,No,Never,49,4,3,4,1,95,13,1,Yes,3,2,15,2,Married,3,8,69,96,28,43,Low,8,5,3948,19,5,0,40-49,Lower-Mid,11-20 yrs,Low Risk
7967,25,Male,2,6,3,2,60793,3,56,No,Yes,Frequently,38,4,3,4,5,37,3,4,Yes,5,22,5,1,Single,1,9,92,37,41,10,Medium,14,1,3990,11,14,0,20-29,Low,0-5 yrs,Low Risk
7968,36,Male,4,3,1,23,130822,6,62,No,Yes,Never,16,2,4,2,1,53,7,3,Yes,1,8,4,2,Married,4,12,92,95,51,4,High,5,5,20527,9,20,0,30-39,Upper-Mid,0-5 yrs,Low Risk
7969,51,Male,2,4,3,24,53406,22,43,No,Yes,Frequently,12,2,4,2,5,37,14,4,No,2,25,12,0,Married,1,10,100,58,99,93,Medium,13,2,14196,18,14,0,50-60,Low,11-20 yrs,Low Risk
7970,33,Female,1,4,3,27,156187,23,39,Yes,Yes,Rarely,49,2,5,1,3,83,8,1,Yes,2,9,25,3,Married,1,22,71,84,66,29,High,12,6,49221,1,3,1,30-39,Upper-Mid,21-30 yrs,High Risk
7971,27,Female,1,3,3,22,124456,12,63,No,Yes,Rarely,50,5,5,5,4,12,8,2,No,4,9,12,3,Single,5,20,100,60,66,94,Medium,14,4,26598,15,6,0,20-29,Upper-Mid,11-20 yrs,Low Risk
7972,53,Male,4,6,3,0,172991,16,44,Yes,Yes,Rarely,36,1,1,4,3,36,12,4,No,3,22,17,0,Married,1,16,56,53,32,67,Medium,7,7,10141,5,1,0,50-60,High,11-20 yrs,High Risk
7973,38,Female,4,3,2,4,117931,0,35,Yes,No,Frequently,27,1,3,4,4,103,14,3,Yes,1,10,1,1,Single,1,0,93,61,72,36,Medium,3,6,2891,9,0,0,30-39,Lower-Mid,0-5 yrs,High Risk
7974,26,Female,5,6,3,8,216862,2,49,No,Yes,Frequently,4,3,2,2,5,48,7,3,No,2,10,11,3,Married,4,4,58,81,27,33,High,10,3,21558,7,20,0,20-29,High,11-20 yrs,Low Risk
7975,40,Male,6,2,3,30,141797,19,52,Yes,Yes,Frequently,49,5,2,4,2,99,12,5,No,5,22,4,0,Married,4,26,71,84,75,3,Low,7,7,20268,0,10,0,40-49,Upper-Mid,0-5 yrs,Low Risk
7976,43,Female,2,2,2,35,91463,12,56,No,No,Never,2,3,4,2,1,36,14,3,Yes,4,15,4,1,Single,0,12,46,8,82,1,High,0,4,42454,10,2,0,40-49,Lower-Mid,0-5 yrs,Low Risk
7977,47,Female,6,1,2,20,164435,26,41,Yes,No,Never,40,5,4,3,5,18,5,3,Yes,4,9,10,1,Single,0,27,56,79,6,43,Medium,13,3,43110,7,1,0,40-49,Upper-Mid,6-10 yrs,Low Risk
7978,43,Female,2,5,3,30,44207,0,41,Yes,No,Frequently,23,5,1,1,4,57,6,1,No,1,6,4,1,Married,5,16,68,12,2,35,Low,12,5,49295,18,13,0,40-49,Low,0-5 yrs,Low Risk
7979,26,Male,5,1,1,18,51718,19,59,Yes,Yes,Frequently,2,3,4,1,3,110,6,1,No,5,3,26,3,Married,5,0,61,81,76,72,Medium,0,3,33701,0,5,0,20-29,Low,21-30 yrs,Low Risk
7980,24,Male,3,6,2,15,186133,7,50,No,No,Rarely,33,3,1,4,2,113,14,1,No,3,8,1,2,Single,5,8,85,29,94,57,Medium,6,4,17267,19,20,0,20-29,High,0-5 yrs,Low Risk
7981,41,Female,5,1,1,10,153792,28,64,Yes,No,Never,1,1,4,4,1,24,12,1,Yes,5,21,17,1,Married,0,3,53,6,33,21,High,8,1,2130,17,5,0,40-49,Upper-Mid,11-20 yrs,High Risk
7982,32,Male,2,4,2,19,45737,25,35,Yes,No,Frequently,34,2,2,1,3,11,7,5,No,3,16,4,3,Single,2,18,51,88,74,42,Low,9,5,42514,14,9,1,30-39,Low,0-5 yrs,High Risk
7983,43,Female,1,6,2,33,142993,6,45,No,Yes,Rarely,23,4,5,1,2,110,7,5,No,2,22,7,1,Married,0,12,89,39,66,5,Medium,5,7,46664,14,15,0,40-49,Upper-Mid,6-10 yrs,Low Risk
7984,23,Male,5,6,1,10,54714,23,54,Yes,No,Rarely,32,2,2,4,1,1,5,4,Yes,2,2,30,1,Married,1,25,61,96,71,5,High,14,5,19063,17,15,1,20-29,Low,21-30 yrs,High Risk
7985,24,Male,1,1,3,33,192408,15,64,No,No,Rarely,21,3,1,2,5,38,8,3,Yes,1,24,27,2,Married,2,8,57,13,48,98,Medium,13,5,27444,4,18,0,20-29,High,21-30 yrs,Low Risk
7986,42,Female,2,4,3,29,172047,25,63,No,Yes,Rarely,44,4,3,3,2,94,15,2,No,2,2,13,3,Single,4,25,63,78,25,26,High,12,2,45830,16,19,0,40-49,High,11-20 yrs,Low Risk
7987,29,Female,1,2,3,33,76837,7,43,Yes,Yes,Never,18,1,2,5,1,60,6,3,Yes,5,20,18,0,Married,2,14,83,74,26,48,Medium,11,3,14085,20,14,0,20-29,Lower-Mid,11-20 yrs,High Risk
7988,37,Female,5,4,1,32,76548,7,58,No,Yes,Frequently,15,5,2,5,4,118,9,3,No,3,10,21,0,Single,2,18,43,71,97,3,High,2,2,31224,18,15,0,30-39,Lower-Mid,21-30 yrs,Low Risk
7989,23,Female,4,5,2,13,73599,8,64,Yes,No,Frequently,1,2,1,2,1,50,4,3,Yes,2,9,11,1,Married,3,19,55,38,78,29,Medium,13,7,11481,6,15,0,20-29,Lower-Mid,11-20 yrs,High Risk
7990,24,Female,4,1,1,8,95990,4,60,No,No,Never,40,2,5,2,4,1,3,4,Yes,3,11,29,2,Single,4,22,83,39,24,25,High,15,5,7163,20,19,0,20-29,Lower-Mid,21-30 yrs,Low Risk
7991,35,Male,6,3,2,25,41323,24,60,Yes,Yes,Rarely,50,3,2,4,4,43,12,1,Yes,2,24,10,1,Single,1,16,92,4,51,18,Low,12,3,36719,17,8,0,30-39,Low,6-10 yrs,Low Risk
7992,43,Male,1,4,1,12,58624,27,48,Yes,No,Never,42,5,2,4,4,2,4,5,Yes,1,22,23,1,Single,3,20,77,50,22,56,High,8,6,40862,10,5,0,40-49,Low,21-30 yrs,Low Risk
7993,35,Male,4,6,2,12,181857,13,65,Yes,Yes,Frequently,27,5,5,5,1,27,12,4,Yes,1,8,2,3,Married,0,27,82,66,56,18,Low,3,7,48047,20,6,0,30-39,High,0-5 yrs,Low Risk
7994,21,Female,2,1,2,28,170166,25,56,Yes,No,Never,3,5,4,1,2,65,13,4,Yes,4,20,1,1,Married,1,14,46,11,21,95,Medium,1,4,40877,7,19,0,20-29,Upper-Mid,0-5 yrs,Low Risk
7995,21,Female,6,6,1,27,177552,2,43,No,Yes,Frequently,23,4,1,1,3,36,7,3,No,4,16,22,1,Single,4,0,75,15,7,57,Medium,2,3,41769,9,9,0,20-29,High,21-30 yrs,Low Risk
7996,45,Male,2,3,3,17,203560,28,66,No,Yes,Never,18,1,2,4,2,30,8,3,No,5,24,28,0,Married,4,9,62,37,16,59,Low,15,7,47758,10,2,0,40-49,High,21-30 yrs,Low Risk
7997,23,Female,5,6,3,23,110717,3,61,Yes,No,Never,17,1,1,4,2,14,11,3,No,4,21,24,0,Single,0,4,61,83,64,36,High,1,3,42121,4,20,1,20-29,Lower-Mid,21-30 yrs,High Risk
7998,26,Male,5,5,1,20,52629,8,50,No,No,Rarely,30,4,5,5,1,26,5,2,Yes,4,5,10,0,Single,1,12,87,31,65,88,High,5,4,2627,14,13,0,20-29,Low,6-10 yrs,Low Risk
7999,56,Male,4,5,2,19,202797,22,50,No,Yes,Rarely,18,1,2,5,1,104,12,2,No,4,9,30,3,Single,4,12,72,76,13,79,High,14,7,43763,8,0,0,50-60,High,21-30 yrs,Low Risk
8000,56,Female,5,2,3,10,87657,15,65,Yes,Yes,Frequently,44,5,5,2,3,77,8,4,No,3,14,30,1,Married,2,7,92,15,77,48,High,6,7,6660,13,6,0,50-60,Lower-Mid,21-30 yrs,Low Risk
8001,24,Female,6,5,2,13,89364,3,48,No,No,Rarely,20,1,1,4,1,76,5,3,No,3,14,29,1,Single,3,20,52,85,6,39,Medium,11,3,48851,15,13,0,20-29,Lower-Mid,21-30 yrs,Low Risk
8002,57,Female,4,2,2,8,212871,10,35,Yes,No,Rarely,10,3,2,5,5,96,13,4,No,1,9,3,2,Single,3,18,81,9,20,10,High,14,1,49877,4,3,0,50-60,High,0-5 yrs,Low Risk
8003,34,Male,1,3,3,23,67960,5,64,No,No,Never,16,3,1,2,1,60,8,2,No,3,16,27,3,Single,3,22,83,85,72,17,High,12,6,16835,4,0,0,30-39,Low,21-30 yrs,Low Risk
8004,27,Female,3,6,1,33,33854,23,58,No,No,Frequently,30,3,2,4,3,31,3,1,Yes,2,24,9,2,Married,2,11,44,9,68,77,Low,15,5,28179,19,5,0,20-29,Low,6-10 yrs,Low Risk
8005,46,Male,2,3,1,28,203509,19,46,No,Yes,Never,25,5,4,5,4,37,14,5,No,2,6,30,0,Married,4,19,50,15,24,63,High,13,1,32281,20,2,0,40-49,High,21-30 yrs,Low Risk
8006,33,Female,3,3,2,4,115699,22,30,Yes,No,Never,19,3,2,4,5,2,3,3,No,1,17,16,0,Married,1,9,85,77,13,84,High,1,1,13259,11,16,0,30-39,Lower-Mid,11-20 yrs,Low Risk
8007,56,Female,3,6,3,20,54596,26,65,Yes,No,Never,7,4,3,5,2,59,11,4,No,3,16,25,1,Married,3,1,86,58,93,10,High,11,2,43495,2,2,0,50-60,Low,21-30 yrs,Low Risk
8008,22,Male,3,1,1,9,115486,18,70,Yes,Yes,Frequently,48,1,1,5,5,62,15,3,Yes,3,4,26,3,Married,2,30,52,9,6,31,High,0,3,9356,5,5,0,20-29,Lower-Mid,21-30 yrs,High Risk
8009,39,Male,2,2,2,17,72999,27,66,No,Yes,Frequently,11,3,1,4,5,1,14,2,No,2,5,19,1,Single,5,11,73,18,35,54,Medium,6,7,5997,15,9,0,30-39,Low,11-20 yrs,Low Risk
8010,25,Male,6,1,3,34,190780,12,32,No,No,Never,34,3,1,4,4,9,10,2,Yes,4,16,5,2,Married,3,3,65,78,73,7,Medium,5,2,3037,7,11,0,20-29,High,0-5 yrs,Low Risk
8011,54,Male,6,4,1,20,30385,21,49,No,No,Never,5,2,1,4,5,97,14,2,Yes,2,25,3,3,Married,2,5,54,99,71,63,High,0,2,21415,17,0,0,50-60,Low,0-5 yrs,Low Risk
8012,31,Female,6,6,3,13,35353,25,64,No,No,Rarely,32,1,4,2,1,36,15,5,No,2,17,18,0,Married,5,11,79,92,41,88,Medium,0,5,18137,20,2,0,30-39,Low,11-20 yrs,Low Risk
8013,56,Male,2,6,2,11,178705,4,44,No,Yes,Frequently,6,5,2,4,3,35,12,5,Yes,4,18,1,0,Married,4,10,86,41,79,6,Medium,6,2,10148,13,9,0,50-60,High,0-5 yrs,Low Risk
8014,41,Female,6,2,2,17,80735,7,59,No,Yes,Frequently,38,4,5,3,4,63,9,1,No,1,6,22,1,Married,0,23,50,42,31,41,Medium,6,2,7769,7,11,0,40-49,Lower-Mid,21-30 yrs,Low Risk
8015,36,Male,4,6,1,10,91956,22,67,Yes,No,Frequently,27,4,4,5,3,30,12,2,Yes,1,15,21,3,Single,1,6,84,29,19,44,High,7,7,552,2,20,0,30-39,Lower-Mid,21-30 yrs,Low Risk
8016,60,Male,4,6,2,25,155316,26,65,Yes,Yes,Rarely,13,5,2,1,4,102,7,3,Yes,5,23,21,3,Single,0,8,47,50,71,92,Low,8,3,16286,0,12,0,50-60,Upper-Mid,21-30 yrs,Low Risk
8017,46,Male,1,2,1,28,158099,29,62,Yes,No,Frequently,18,4,1,4,3,39,10,3,No,1,11,19,1,Single,2,13,46,34,35,8,High,10,5,7101,19,16,0,40-49,Upper-Mid,11-20 yrs,Low Risk
8018,55,Female,5,6,1,15,196505,4,52,No,Yes,Rarely,6,4,3,4,5,117,2,3,No,2,19,28,1,Single,1,0,97,63,5,17,Medium,10,5,14368,4,7,0,50-60,High,21-30 yrs,Low Risk
8019,42,Female,2,5,1,10,140653,21,65,Yes,No,Frequently,20,2,2,5,2,106,5,4,Yes,5,11,15,0,Married,3,7,80,24,30,49,Low,3,7,46496,4,8,0,40-49,Upper-Mid,11-20 yrs,High Risk
8020,22,Female,2,5,3,27,110867,7,36,No,No,Rarely,17,1,2,3,2,75,2,2,Yes,2,8,5,2,Single,0,30,60,24,84,7,Low,1,4,44734,5,16,0,20-29,Lower-Mid,0-5 yrs,Low Risk
8021,50,Female,1,6,1,4,144852,11,62,No,No,Never,46,3,2,1,4,83,9,1,Yes,3,14,7,0,Married,2,1,54,2,61,87,High,4,6,34373,6,0,0,50-60,Upper-Mid,6-10 yrs,Low Risk
8022,60,Female,2,1,2,22,111424,15,67,No,Yes,Rarely,50,4,2,1,3,73,4,2,Yes,3,23,4,1,Single,5,8,88,30,24,35,Medium,14,5,32558,4,16,0,50-60,Lower-Mid,0-5 yrs,Low Risk
8023,45,Male,4,4,2,32,63588,23,46,Yes,No,Frequently,49,4,1,1,2,19,10,1,No,2,16,7,0,Single,5,13,54,67,9,60,Medium,14,2,36641,8,7,0,40-49,Low,6-10 yrs,Low Risk
8024,58,Male,2,3,1,13,208497,10,39,Yes,Yes,Frequently,34,1,2,2,3,13,11,4,No,2,2,19,2,Single,1,20,59,33,33,52,Medium,4,2,20890,17,2,0,50-60,High,11-20 yrs,High Risk
8025,56,Female,6,5,1,18,128031,5,38,No,Yes,Frequently,44,3,2,4,4,40,11,3,No,4,7,20,1,Single,3,7,65,34,10,69,Medium,14,5,33134,6,15,0,50-60,Upper-Mid,11-20 yrs,Low Risk
8026,41,Female,3,4,2,7,166987,26,57,No,No,Never,3,5,2,3,4,65,12,3,Yes,1,24,1,3,Married,3,12,77,27,99,58,High,7,5,25699,8,1,0,40-49,Upper-Mid,0-5 yrs,Low Risk
8027,60,Female,6,6,3,10,108725,7,52,Yes,No,Never,42,2,5,4,5,60,8,4,No,3,9,6,1,Single,0,15,79,5,12,99,Low,4,5,8547,1,20,0,50-60,Lower-Mid,6-10 yrs,High Risk
8028,33,Male,2,6,2,16,152584,24,41,No,No,Frequently,47,1,2,5,1,63,10,3,Yes,3,13,0,1,Single,4,20,89,85,74,92,High,8,2,12448,20,2,0,30-39,Upper-Mid,0-5 yrs,Low Risk
8029,42,Female,1,5,1,7,129853,5,69,Yes,Yes,Never,50,3,1,5,1,37,13,3,No,3,8,1,0,Married,4,23,76,88,23,63,Low,15,6,3459,4,0,0,40-49,Upper-Mid,0-5 yrs,Low Risk
8030,42,Female,1,3,1,16,39514,16,34,No,Yes,Never,40,2,3,4,5,5,10,2,No,1,13,20,1,Married,5,27,71,14,91,69,Medium,2,6,49262,12,19,0,40-49,Low,11-20 yrs,Low Risk
8031,38,Female,6,6,2,5,93237,6,43,Yes,No,Rarely,30,1,4,2,5,108,5,2,Yes,5,20,30,1,Married,0,16,40,96,70,77,Medium,0,6,45519,8,4,1,30-39,Lower-Mid,21-30 yrs,High Risk
8032,26,Female,6,5,3,22,172128,12,39,No,No,Never,38,3,2,5,1,25,15,4,No,2,17,0,0,Married,3,14,75,90,41,70,Medium,12,2,28165,10,16,0,20-29,High,0-5 yrs,Low Risk
8033,45,Female,2,5,3,3,120252,6,66,No,No,Frequently,32,2,1,5,4,86,2,4,No,1,16,29,2,Single,3,26,61,90,97,2,Medium,15,4,23135,11,18,0,40-49,Lower-Mid,21-30 yrs,Low Risk
8034,41,Female,5,2,2,19,120658,16,51,Yes,No,Rarely,31,3,5,4,2,38,2,4,No,4,25,7,0,Single,2,10,47,35,93,56,Medium,0,2,48670,14,20,0,40-49,Lower-Mid,6-10 yrs,Low Risk
8035,41,Female,5,1,1,24,38165,4,35,Yes,No,Frequently,23,2,3,2,5,39,14,5,Yes,3,23,7,1,Married,1,25,48,40,27,29,High,1,6,8245,19,9,0,40-49,Low,6-10 yrs,High Risk
8036,49,Male,3,6,2,3,133461,28,61,No,Yes,Never,10,5,1,1,2,48,5,4,No,4,15,17,1,Married,4,7,68,4,23,43,Low,12,5,43896,12,3,0,40-49,Upper-Mid,11-20 yrs,Low Risk
8037,28,Female,3,6,2,20,172997,2,44,Yes,Yes,Frequently,43,5,5,4,1,18,6,4,No,4,23,19,2,Married,0,29,82,29,29,37,Medium,14,5,3865,4,3,0,20-29,High,11-20 yrs,Low Risk
8038,32,Female,1,6,3,8,69927,20,51,Yes,Yes,Frequently,6,2,1,5,4,120,9,1,Yes,4,3,2,3,Single,4,27,45,55,99,38,Medium,1,1,20189,5,12,0,30-39,Low,0-5 yrs,High Risk
8039,33,Male,1,4,3,18,213051,10,64,Yes,No,Never,11,2,4,5,2,93,8,2,Yes,2,19,12,1,Married,3,10,72,3,95,83,High,5,6,15790,11,8,0,30-39,High,11-20 yrs,High Risk
8040,25,Male,1,6,2,4,92037,27,40,No,No,Frequently,30,4,4,4,3,98,10,2,Yes,1,3,6,1,Married,4,11,49,48,87,5,Low,12,5,29997,14,0,0,20-29,Lower-Mid,6-10 yrs,Low Risk
8041,54,Male,6,3,1,15,46074,30,67,Yes,Yes,Never,34,5,4,3,5,39,14,1,No,1,18,9,3,Married,5,1,93,87,72,12,High,0,5,17857,5,5,0,50-60,Low,6-10 yrs,Low Risk
8042,57,Female,1,2,3,6,137506,12,60,No,No,Never,27,2,4,1,5,83,12,1,Yes,2,21,14,1,Married,0,10,80,92,6,93,High,12,6,30105,18,11,0,50-60,Upper-Mid,11-20 yrs,Low Risk
8043,53,Female,3,3,3,17,219959,30,55,No,No,Frequently,16,2,4,4,2,33,8,2,No,1,4,6,3,Single,3,27,79,5,56,76,High,15,6,2711,4,19,0,50-60,High,6-10 yrs,Low Risk
8044,35,Male,2,6,2,20,123599,25,38,No,No,Rarely,37,4,5,2,1,1,7,5,No,5,12,2,3,Married,0,11,95,81,23,37,Low,4,7,41926,1,14,0,30-39,Upper-Mid,0-5 yrs,Low Risk
8045,54,Male,3,5,3,19,129870,30,36,Yes,Yes,Never,9,3,4,4,4,101,15,3,No,4,25,11,0,Married,5,20,52,39,98,35,High,4,2,14712,9,4,0,50-60,Upper-Mid,11-20 yrs,Low Risk
8046,41,Male,3,6,3,6,162239,23,70,Yes,Yes,Never,4,5,5,1,2,31,2,4,No,5,9,21,1,Married,5,20,99,99,40,58,High,5,2,36008,8,19,0,40-49,Upper-Mid,21-30 yrs,Low Risk
8047,49,Female,1,4,1,21,152747,4,43,Yes,No,Never,8,2,2,3,4,31,8,5,No,4,6,13,2,Married,1,15,90,34,76,43,Low,7,7,1794,10,11,0,40-49,Upper-Mid,11-20 yrs,High Risk
8048,44,Female,4,3,1,4,117131,21,47,No,No,Rarely,7,1,1,1,1,57,8,3,No,5,5,10,0,Married,3,11,51,40,5,74,High,10,6,5593,7,14,0,40-49,Lower-Mid,6-10 yrs,Low Risk
8049,36,Female,5,4,3,19,179909,5,36,No,Yes,Never,14,1,5,1,3,114,3,4,Yes,1,14,6,1,Single,5,2,88,17,25,13,Low,11,5,20467,11,11,0,30-39,High,6-10 yrs,Low Risk
8050,42,Female,5,1,3,5,114464,12,70,No,No,Never,23,5,4,3,3,108,9,5,No,4,4,17,3,Married,4,7,47,12,79,17,Low,1,2,33487,7,15,0,40-49,Lower-Mid,11-20 yrs,Low Risk
8051,58,Female,6,6,3,24,30060,17,66,No,No,Never,31,4,4,2,4,4,4,1,No,4,5,9,2,Single,0,21,76,12,43,93,Medium,14,5,44637,13,13,0,50-60,Low,6-10 yrs,Low Risk
8052,44,Female,5,5,3,16,198742,2,35,Yes,No,Frequently,26,5,5,3,3,6,1,1,Yes,5,21,19,1,Married,2,30,60,6,14,37,Low,13,6,704,20,5,0,40-49,High,11-20 yrs,Low Risk
8053,24,Male,4,3,1,33,179693,14,35,No,Yes,Frequently,23,4,5,2,5,99,6,5,No,3,19,27,2,Married,2,28,85,72,65,68,Medium,9,6,2581,2,6,0,20-29,High,21-30 yrs,Low Risk
8054,43,Female,6,5,2,20,90703,24,30,Yes,No,Never,48,5,1,3,2,42,2,3,No,1,24,30,2,Single,0,19,100,4,5,94,Low,14,1,13265,3,11,0,40-49,Lower-Mid,21-30 yrs,Low Risk
8055,49,Female,6,1,1,10,108775,11,64,No,Yes,Never,1,5,2,4,3,87,7,2,No,3,19,15,3,Married,2,5,95,5,92,48,Medium,9,3,47679,11,20,0,40-49,Lower-Mid,11-20 yrs,Low Risk
8056,39,Female,4,4,3,28,168239,18,58,No,Yes,Never,18,2,2,3,3,43,8,4,No,4,21,14,3,Married,5,17,74,38,83,86,Low,4,5,9875,13,6,0,30-39,Upper-Mid,11-20 yrs,Low Risk
